,Region,Section,Alignment
60,North Africa & Middle East,1,0.7709888872250149
61,North Africa & Middle East,10,0.7289463535600064
62,North Africa & Middle East,11,0.8608401108512351
63,North Africa & Middle East,12,0.773534737085732
64,North Africa & Middle East,13,0.8529570756298546
65,North Africa & Middle East,2,0.6356130757057588
66,North Africa & Middle East,3,0.5696835892412756
67,North Africa & Middle East,4,0.8292738720184574
68,North Africa & Middle East,5,0.8285128648739528
69,North Africa & Middle East,6,0.7964966417240293
70,North Africa & Middle East,7,0.7156079740532656
71,North Africa & Middle East,8,0.5984022423172011
72,North Africa & Middle East,9,0.8278197777755627
73,North Africa & Middle East,AllQuestions,0.7325114813721674
74,North Africa & Middle East,SectionsAvg,0.7529751693893343
